#space multi word dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#          4) If last word is not punctuation then treated last word as head
#             or else treated last but one word as head
#################################################################################
a._c._conductivity	e.sI._cAlakawA#e.sI._cAlakawA#noun#3#RM
decimal_computer	xaSamika_kaMpyUtara#xaSamika_kaMpyUtara#noun#2#RM
decimal_number	xaSamalava_saMKyA#xaSamalava_saMKyA#noun#2#RM
decimal_point	xaSamalava_biMxu#xaSamalava_biMxu#noun#2#RM
deciphered_message	vikodiwa_saMxeSa#vikodiwa_saMxeSa#noun#2#RM
decision_boundary	nirNaya_parisImA#nirNaya_parisImA#noun#2#RM
decision_directed_carrier	nirNaya_nirxeSiwa_vAhaka#nirNaya_nirxeSiwa_vAhaka#noun#3#RM
decision_directed_feedback	nirNaya_nirxeSiwa_punarBaraNa#nirNaya_nirxeSiwa_punarBaraNa#noun#3#RM
decision_directed_feedback_equalization	nirNaya_nirxeSiwa_punarBara_wulyakaraNa#nirNaya_nirxeSiwa_punarBara_wulyakaraNa#noun#4#RM
decision_directed_loop	nirNayajanya_pASa#nirNayajanya_pASa#noun#3#RM
decision_element	nirNaya_avayava#nirNaya_avayava#noun#2#RM
decision_feed_back	nirNaya_punarniveSana/punarBaraNa#nirNaya_punarniveSana/punarBaraNa#noun#3#RM
decision_instruction	nirNaya_anuxeSa#nirNaya_anuxeSa#noun#2#RM
decision_maker	nirNayakarwA#nirNayakarwA#noun#2#RM
decision_operation	nirNaya_saMkriyA#nirNaya_saMkriyA#noun#2#RM
decision_problem	nirNaya_samasyA#nirNaya_samasyA#noun#2#RM
decision_process	nirNaya-prakrama#nirNaya-prakrama#noun#2#RM
decision_region	nirNaya_kRewra#nirNaya_kRewra#noun#2#RM
decision_rule	nirNaya_niyama#nirNaya_niyama#noun#2#RM
decision_tree	nirNaya_waru/trI#nirNaya_waru/trI#noun#2#RM
decoder_error	vikodaka_wruti#vikodaka_wruti#noun#2#RM
decoder_phase_noise_effect	vikodaka_kalA_rava_praBAva#vikodaka_kalA_rava_praBAva#noun#4#RM
decoding_operation	vikodana_saMkriyA#vikodana_saMkriyA#noun#2#RM
decomposition_property	viyojana_guNaXarma#viyojana_guNaXarma#noun#2#RM
decomposition_rate	apaGatana_xara/viyojana_xara#apaGatana_xara/viyojana_xara#noun#2#RM
decomposition_temperature	apaGatana_wApa/viyojana_wApa#apaGatana_wApa/viyojana_wApa#noun#2#RM
decontamination_factor	visaMxURaNa_guNAMka#visaMxURaNa_guNAMka#noun#2#RM
decoupling_network	viyugmana_jAla_krama#viyugmana_jAla_krama#noun#2#RM
decoupling_of_equation	samIkaraNa_viyugmana#samIkaraNa_viyugmana#noun#3#RM
deep_beam	gahana_xaMda#gahana_xaMda#noun#2#RM
deep_sea_fisheries	arNava_mAwsyikI/gaharA_samuxra_mAwsyikI#arNava_mAwsyikI/gaharA_samuxra_mAwsyikI#noun#3#RM
deep_space	gahana_aMwarikRa#gahana_aMwarikRa#noun#2#RM
deep_space_probe	gahana_aMwarikRa_anveRaka#gahana_aMwarikRa_anveRaka#noun#3#RM
defect_interaction	xoRa_anyonyakriyA#xoRa_anyonyakriyA#noun#2#RM
defective_unit	saxoRa_ekaka#saxoRa_ekaka#noun#2#RM
defence_communication_satellite_system_(_dcss_)	rakRA_saMcAra_upagraha_waMwra_dI.sI.esa.esa.#rakRA_saMcAra_upagraha_waMwra_dI.sI.esa.esa.#noun#6#RM
defining_set	nirXAraka_samuccaya#nirXAraka_samuccaya#noun#2#RM
deflecting_coil	vikRepa_kuMdalI#vikRepa_kuMdalI#noun#2#RM
deflection_sensitivity	vikRepa_sugrAhiwA#vikRepa_sugrAhiwA#noun#2#RM
deflection_system	vikRepa_waMwra#vikRepa_waMwra#noun#2#RM
deformable_body	virUpya_piMda#virUpya_piMda#noun#2#RM
deformative_process	virUpI_prakrama#virUpI_prakrama#noun#2#RM
deformed_surface	virUpiwa_pqRTa#virUpiwa_pqRTa#noun#2#RM
deforming_action	virUpaka_kriyA#virUpaka_kriyA#noun#2#RM
degasification_(_=degassing_)	vigEsana#vigEsana#noun#3#RM
degenerate_matter	apaBraRta_xravya#apaBraRta_xravya#noun#2#RM
degree_of_crystallinity	kristalawA_koti#kristalawA_koti#noun#3#RM
degree_of_freedom	svAwaMwrya_koti/svawaMwrawA_kI_koti#svAwaMwrya_koti/svawaMwrawA_kI_koti#noun#3#RM
degree_of_polymerization	bahulakana_koti#bahulakana_koti#noun#3#RM
degree_of_precision	pariSuxXawA_kI_koti#pariSuxXawA_kI_koti#noun#3#RM
degree_of_redundancy	awirikwawA_kI_koti#awirikwawA_kI_koti#noun#3#RM
delaval_nozzle	xilAvala_noYjZala#xilAvala_noYjZala#noun#2#RM
delay_acquisition	vilaMba_arjana#vilaMba_arjana#noun#2#RM
delay_charge	vilaMba_cArja#vilaMba_cArja#noun#2#RM
delay_closed-loop	vilaMba_baMxapASa#vilaMba_baMxapASa#noun#2#RM
delay_column	vilaMba_kAlama#vilaMba_kAlama#noun#2#RM
delay_comparison	vilaMba_wulanA#vilaMba_wulanA#noun#2#RM
delay_discriminator_characteristic	vilaMba_vivikwakara_aBilakRaNa#vilaMba_vivikwakara_aBilakRaNa#noun#3#RM
delay_distortion	vilaMba_virUpaNa/vilaMba_vikqwi#vilaMba_virUpaNa/vilaMba_vikqwi#noun#2#RM
delay_envelope_corrector	vilaMba_AcCAxa_sahasaMbaMXaka#vilaMba_AcCAxa_sahasaMbaMXaka#noun#3#RM
delay_equalizer	vilaMba_samawulyaka#vilaMba_samawulyaka#noun#2#RM
delay_generator	vilaMba_janiwra#vilaMba_janiwra#noun#2#RM
delay_line	vilaMba_lAina#vilaMba_lAina#noun#2#RM
delay_line_memory	vilaMba_lAina_smqwi#vilaMba_lAina_smqwi#noun#3#RM
delay_lock_loop	vilaMba_anubaMXaka_pASa#vilaMba_anubaMXaka_pASa#noun#3#RM
delay_modulation	vilaMba_mAdulana#vilaMba_mAdulana#noun#2#RM
delay_noise_performance	vilaMba_rava_niRpAxana#vilaMba_rava_niRpAxana#noun#3#RM
delay_quantized_input	vilaMba_kvAMtiwa_niveSa#vilaMba_kvAMtiwa_niveSa#noun#3#RM
delay_sweep	vilaMba_prasarpa#vilaMba_prasarpa#noun#2#RM
delay_system	vilaMba_waMwra#vilaMba_waMwra#noun#2#RM
delay_system_equation	vilaMba_waMwra_samIkaraNa#vilaMba_waMwra_samIkaraNa#noun#3#RM
delay_threshold	vilaMba_xehalI#vilaMba_xehalI#noun#2#RM
delay_time	vilaMbAvaXi/vilaMbakAla#vilaMbAvaXi/vilaMbakAla#noun#2#RM
delay_transient_performance	vilaMba_kRaNikA_niRpAxana#vilaMba_kRaNikA_niRpAxana#noun#3#RM
delayed_failure	vilaMbiwa_viPalawA#vilaMbiwa_viPalawA#noun#2#RM
delayed_firing	vilaMbiwa_jvAlana#vilaMbiwa_jvAlana#noun#2#RM
delayed_pulse_generator	vilaMbI_spaMxa_janiwra#vilaMbI_spaMxa_janiwra#noun#3#RM
delayed_reference	vilaMbiwa_nirxeSa#vilaMbiwa_nirxeSa#noun#2#RM
delta_adaptive	deltA_anukUlanI#deltA_anukUlanI#noun#2#RM
delta_connection	deltA_saMyojana#deltA_saMyojana#noun#2#RM
delta_function	deltA_Palana#deltA_Palana#noun#2#RM
delta_phase	deltA_PZeja/deltA_kalA#deltA_PZeja/deltA_kalA#noun#2#RM
delta_wave	deltA_waraMga#deltA_waraMga#noun#2#RM
delta_wing	wriBujAkAra_pakRa#wriBujAkAra_pakRa#noun#2#RM
demand_assigned_multiple_access_(_dama_)	mAzga_niyawa_bahu_aBigama_(dAmA)#mAzga_niyawa_bahu_aBigama_(dAmA)#noun#6#RM
demand_assignment	mAzga_niyawana#mAzga_niyawana#noun#2#RM
density_modulation	Ganawva_mAdulana#Ganawva_mAdulana#noun#2#RM
density_slicer	saGanawA_praBexaka/katalIyaka#saGanawA_praBexaka/katalIyaka#noun#2#RM
density_slicing	saGanawA_praBexayana/katalIyana#saGanawA_praBexayana/katalIyana#noun#2#RM
dependent_sample	ASriwa_namUnA#ASriwa_namUnA#noun#2#RM
depletion_layer	avakRaya_swara#avakRaya_swara#noun#2#RM
depletion_layer_capacitance	avakRaya_swara_saMXAriwA#avakRaya_swara_saMXAriwA#noun#3#RM
depletion_layer_transistor	avakRaya_swara_trAMjistara#avakRaya_swara_trAMjistara#noun#3#RM
deployable_structure	viswarIya_saMracanA#viswarIya_saMracanA#noun#2#RM
desaturated_colour	visaMwqpwa_varNa#visaMwqpwa_varNa#noun#2#RM
descriptive_procedure	varNanAwmaka_kAryaviXi#varNanAwmaka_kAryaviXi#noun#2#RM
design_(_to_design_)	aBikalpa/dijZAina/(aBikalpana)#aBikalpa/dijZAina/(aBikalpana)#noun#4#RM
design_altitude	aBikalpa_UzcAI#aBikalpa_UzcAI#noun#2#RM
design_load	aBikalpa_BAra#aBikalpa_BAra#noun#2#RM
design_requirement	aBikalpa_apekRA/dijZAina_apekRA_visoldarana/tAMkA#aBikalpa_apekRA/dijZAina_apekRA_visoldarana/tAMkA#noun#2#RM
desorption_method	viSoRaNa_viXi#viSoRaNa_viXi#noun#2#RM
desorption_of_gases	gEsa_viSoRaNa#gEsa_viSoRaNa#noun#3#RM
despun_antenna	vicakriwa_EntenA#vicakriwa_EntenA#noun#2#RM
despun_satellite	vicakriwa_upagraha#vicakriwa_upagraha#noun#2#RM
destruct_system	vinASa_waMwra#vinASa_waMwra#noun#2#RM
destruction_liquid	vinASa-xrava#vinASa-xrava#noun#2#RM
destructive_process	vinASa_prakrama#vinASa_prakrama#noun#2#RM
destructive_test	vinASI_parIkRaNa#vinASI_parIkRaNa#noun#2#RM
detection_coefficient	saMsUcana_guNAMka#saMsUcana_guNAMka#noun#2#RM
detection_error	saMsUcana_wruti#saMsUcana_wruti#noun#2#RM
detection_maximum_likelihood	saMsUcana_aXikawama_saMBAvyawA#saMsUcana_aXikawama_saMBAvyawA#noun#3#RM
detection_system	saMsUcana_waMwra#saMsUcana_waMwra#noun#2#RM
detector_array	saMsUcaka_vyUha#saMsUcaka_vyUha#noun#2#RM
deterministic_mechanistic_simulation_model	nirXAraNAwmaka_kriyAviXika_anurUpaNa_moYdala#nirXAraNAwmaka_kriyAviXika_anurUpaNa_moYdala#noun#4#RM
developing_stage	vikAsaSIla_caraNa#vikAsaSIla_caraNa#noun#2#RM
deviation_(_to_deviate_)	vicalana#vicalana#noun#4#RM
dew_point	osAMka#osAMka#noun#2#RM
diagnostic_check	nixAna_jAzca#nixAna_jAzca#noun#2#RM
diagnostic_method	nixAna_viXi#nixAna_viXi#noun#2#RM
diagnostic_routine	nixAna_nemakA#nixAna_nemakA#noun#2#RM
diagnostic_test	nixAna_parIkRaNa#nixAna_parIkRaNa#noun#2#RM
dial_switch	dAyala_svica#dAyala_svica#noun#2#RM
dial_tone	dAyala_tona#dAyala_tona#noun#2#RM
diamagnetic_material	prawicuMbakIya_paxArWa#prawicuMbakIya_paxArWa#noun#2#RM
diamagnetic_shielding	prawicuMbakIya_parirakRaNa/prawicuMbakIya_DAla#prawicuMbakIya_parirakRaNa/prawicuMbakIya_DAla#noun#2#RM
diamagnetic_substance	prawicuMbakIya_paxArWa#prawicuMbakIya_paxArWa#noun#2#RM
diamagnetic_susceptibility	prawicuMbakIya_pravqwwi/prawicuMbakIyawA#prawicuMbakIya_pravqwwi/prawicuMbakIyawA#noun#2#RM
diatomaceous_earth	dAyaetamI_mqwwikA/dAyaetamI_mqxA#dAyaetamI_mqwwikA/dAyaetamI_mqxA#noun#2#RM
dichroic_beam_splitter	xvivarNI_kiraNapuMja_vipAtiwra#xvivarNI_kiraNapuMja_vipAtiwra#noun#3#RM
die_and_punch	summA-virI/dAI-paMca#summA-virI/dAI-paMca#noun#3#RM
dielectric_absorption	parAvExyuwa_avaSoRaNa#parAvExyuwa_avaSoRaNa#noun#2#RM
dielectric_breakdown	parAvExyuwa_BaMga#parAvExyuwa_BaMga#noun#2#RM
dielectric_constant	parAvExyuwAMka/dAiilektrika_sWirAMka#parAvExyuwAMka/dAiilektrika_sWirAMka#noun#2#RM
dielectric_current	parAvExyuwa_XArA#parAvExyuwa_XArA#noun#2#RM
dielectric_effect	parAvExyuwa_praBAva#parAvExyuwa_praBAva#noun#2#RM
dielectric_fatigue	parAvExyuwa_SrAMwi#parAvExyuwa_SrAMwi#noun#2#RM
dielectric_heating	parAvExyuwIya_URmana#parAvExyuwIya_URmana#noun#2#RM
dielectric_lens	dAiilektrika_lensa#dAiilektrika_lensa#noun#2#RM
dielectric_loss	parAvExyuwa_hAni#parAvExyuwa_hAni#noun#2#RM
dielectric_material	parAvExyuwa_paxArWa#parAvExyuwa_paxArWa#noun#2#RM
dielectric_polarisation	parAvExyuwa_XruvaNa#parAvExyuwa_XruvaNa#noun#2#RM
dielectric_strength	parAvExyuwa_sAmarWya#parAvExyuwa_sAmarWya#noun#2#RM
difference_amplifier	Bexa_pravarXaka#Bexa_pravarXaka#noun#2#RM
differential_absorption	aMwarAwmaka_avaSoRaNa#aMwarAwmaka_avaSoRaNa#noun#2#RM
differential_amplifier	viBexI_pravarXaka/aMwarI_pravarXaka#viBexI_pravarXaka/aMwarI_pravarXaka#noun#2#RM
differential_analyser	avakala_viSleRaka#avakala_viSleRaka#noun#2#RM
differential_code	avakalaja_koda/aMwarI_koda#avakalaja_koda/aMwarI_koda#noun#2#RM
differential_coding	aMwarI_kodana#aMwarI_kodana#noun#2#RM
differential_coherent	aMwarI_saMsakwa#aMwarI_saMsakwa#noun#2#RM
differential_encoder	aMwara_kodaka#aMwara_kodaka#noun#2#RM
differential_equation	avakala_samIkaraNa#avakala_samIkaraNa#noun#2#RM
differential_fusion	viBexa_saMgalana#viBexa_saMgalana#noun#2#RM
differential_gain	aMwarI_labXi#aMwarI_labXi#noun#2#RM
differential_global_positioning_system_(_dgps_)	diParenSiyala_globala_pojiSaniMga_sistama/aMwarI_vESvika_sWiwi_nirXAraNa_praNAlI_(dI.jI.pI.esa.)#diParenSiyala_globala_pojiSaniMga_sistama/aMwarI_vESvika_sWiwi_nirXAraNa_praNAlI_(dI.jI.pI.esa.)#noun#6#RM
differential_heating	aMwarI_wApana#aMwarI_wApana#noun#2#RM
differential_histogram	aMwarI_histogrAma#aMwarI_histogrAma#noun#2#RM
differential_input	aMwarI_niveSa#aMwarI_niveSa#noun#2#RM
differential_pcm	aMwarI_pI.sI.ema./aMwarIya_spaMxa_koda_mAdulana#aMwarI_pI.sI.ema./aMwarIya_spaMxa_koda_mAdulana#noun#2#RM
differential_phase	aMwarI_kalA#aMwarI_kalA#noun#2#RM
differential_signal	aMwarI_saMkewa#aMwarI_saMkewa#noun#2#RM
differential_thermal_analyser	aMwarI_wApIya_viSleRiwra#aMwarI_wApIya_viSleRiwra#noun#3#RM
differential_thermal_analysis	aMwarI_URmIya_viSleRaNa#aMwarI_URmIya_viSleRaNa#noun#3#RM
differential_thermometer	wApAMwaramApI#wApAMwaramApI#noun#2#RM
differentially_coherent	aMwarI_saMsakwa#aMwarI_saMsakwa#noun#2#RM
differentially_coherent_phase_shift_keying_(_dcpsk_)	aMwarI_saMsakwa_kalA_visWApana_kuMjIyana_(dI.sI.pI.esa.ke.)#aMwarI_saMsakwa_kalA_visWApana_kuMjIyana_(dI.sI.pI.esa.ke.)#noun#7#RM
diffraction_grating	vivarwana_gretiMga#vivarwana_gretiMga#noun#2#RM
diffuse_reflectance	visariwa_parAvarwakawA#visariwa_parAvarwakawA#noun#2#RM
diffuse_scattering	visariwa_prakIrNana#visariwa_prakIrNana#noun#2#RM
diffused_light	visariwa_prakASa#visariwa_prakASa#noun#2#RM
diffused_radiation	visariwa_vikiraNa#visariwa_vikiraNa#noun#2#RM
diffusion_chamber	visaraNa_koRTa#visaraNa_koRTa#noun#2#RM
diffusion_coefficient	visaraNa-guNAMka#visaraNa-guNAMka#noun#2#RM
diffusion_constant	visaraNa-sWirAMka#visaraNa-sWirAMka#noun#2#RM
diffusion_control	visaraNa_niyaMwraNa#visaraNa_niyaMwraNa#noun#2#RM
diffusion_flame	visaraNa_jvAlA#visaraNa_jvAlA#noun#2#RM
diffusion_length	visaraNa_laMbAI#visaraNa_laMbAI#noun#2#RM
diffusion_potential	visaraNa_viBava#visaraNa_viBava#noun#2#RM
diffusion_process	visaraNa_prakrama#visaraNa_prakrama#noun#2#RM
diffusional_mixing	visaraNI_miSraNa#visaraNI_miSraNa#noun#2#RM
digital_baseband	aMkIya_AXArabEMda#aMkIya_AXArabEMda#noun#2#RM
digital_bit	aMkIya_bita#aMkIya_bita#noun#2#RM
digital_computer	aMkIya_kaMpyUtara#aMkIya_kaMpyUtara#noun#2#RM
digital_converter	aMkIya_parivarwaka#aMkIya_parivarwaka#noun#2#RM
digital_correlation	aMkIya_sahasaMbaMXana#aMkIya_sahasaMbaMXana#noun#2#RM
digital_data_scrambler	aMkIya_dAtA_asPutaka#aMkIya_dAtA_asPutaka#noun#3#RM
digital_differential	aMkIya_avakala#aMkIya_avakala#noun#2#RM
digital_display	aMkIya_praxarSa#aMkIya_praxarSa#noun#2#RM
digital_elevation	dijitala_eliveSana#dijitala_eliveSana#noun#2#RM
digital_filter	aMkIya_PZiltara#aMkIya_PZiltara#noun#2#RM
digital_modulation	aMkIya_moYdulana#aMkIya_moYdulana#noun#2#RM
digital_oscilloscope	aMkIya_xolanaxarSI#aMkIya_xolanaxarSI#noun#2#RM
digital_panelmeter	pEnala_aMkIyamApI#pEnala_aMkIyamApI#noun#2#RM
digital_photogrammetry	aMkIya_PotogrAmiwi#aMkIya_PotogrAmiwi#noun#2#RM
digital_picture	aMkIya_ciwra#aMkIya_ciwra#noun#2#RM
digital_positioner	aMkIya_sWiwika#aMkIya_sWiwika#noun#2#RM
digital_terrain_model_(_dtm_)	dijitala_terena_moYdala/aMkIya_BU-Akqwi_mAdala_(dI.tI.ema.)#dijitala_terena_moYdala/aMkIya_BU-Akqwi_mAdala_(dI.tI.ema.)#noun#5#RM
digital_timebase_corrector	aMkIya_samayAXAra_saMSoXaka#aMkIya_samayAXAra_saMSoXaka#noun#3#RM
digital_to_analog_converter	aMkIya-anurUpa_parivarwaka#aMkIya-anurUpa_parivarwaka#noun#4#RM
digital_voltmeter	aMkIya_voltamApI#aMkIya_voltamApI#noun#2#RM
digitar_(_=_digitizer_)	aMkarUpaka#aMkarUpaka#noun#4#RM
dilute_polymer_solution_diluent	wanu_bahulaka_vilayana_wanukArI#wanu_bahulaka_vilayana_wanukArI#noun#4#RM
dimension_thrust_coefficient	praNoxa_guNAMka#praNoxa_guNAMka#noun#3#RM
dimensional_analysis	vimIya_viSleRaNa#vimIya_viSleRaNa#noun#2#RM
dimensional_stability	vimIya_sWAyiwva#vimIya_sWAyiwva#noun#2#RM
dip_angle	nawi_koNa#nawi_koNa#noun#2#RM
dip_circuit	nawi_paripaWa#nawi_paripaWa#noun#2#RM
dip_needle	nawi_sUcI#nawi_sUcI#noun#2#RM
dip_of_horizon	kRiwija_nawi#kRiwija_nawi#noun#3#RM
diphase_theory	xviprAvasWA_sixXAMwa#xviprAvasWA_sixXAMwa#noun#2#RM
dipole_moment	xviXruva_AGUrNa#xviXruva_AGUrNa#noun#2#RM
dirac_delta_function	dirAka_deltA_Palana#dirAka_deltA_Palana#noun#3#RM
direct_access_storage	prawyakRa_aBigama_saMcayana#prawyakRa_aBigama_saMcayana#noun#3#RM
direct_addressing	prawyakRa_pawABigamana#prawyakRa_pawABigamana#noun#2#RM
direct_coupled_amplifier	prawyakRa_yugmiwa_pravarXaka#prawyakRa_yugmiwa_pravarXaka#noun#3#RM
direct_coupling	xiRta_yugmana#xiRta_yugmana#noun#2#RM
direct_memory_access	prawyakRa_smqwiaBigama#prawyakRa_smqwiaBigama#noun#3#RM
direct_reception	sIXA_aBigrahaNa#sIXA_aBigrahaNa#noun#2#RM
direct_recording	sIXA_aBileKana#sIXA_aBileKana#noun#2#RM
direct_vision	prawyakRa_xqRti#prawyakRa_xqRti#noun#2#RM
direct_wave	sIXI_waraMga#sIXI_waraMga#noun#2#RM
direction_cosine	xiSA_kosAina#xiSA_kosAina#noun#2#RM
direction_curved_element	vakriwa_avayava#vakriwa_avayava#noun#3#RM
directional_coupler	xiSika_yugmaka#xiSika_yugmaka#noun#2#RM
directional_reflectance	xiSika_parAvarwakawA#xiSika_parAvarwakawA#noun#2#RM
directional_selectivity	xiSika_varaNawA#xiSika_varaNawA#noun#2#RM
disaster_prone	ApaxA_saMBAviwa#ApaxA_saMBAviwa#noun#2#RM
discharge_coefficient	visarjana_guNAMka#visarjana_guNAMka#noun#2#RM
discontinuous_load	asaMwawa_loda#asaMwawa_loda#noun#2#RM
discrete_circuit	vivikwa_paripaWa#vivikwa_paripaWa#noun#2#RM
discrete_component	vivikwa_Gataka#vivikwa_Gataka#noun#2#RM
discrete_signal	vivikwa_signala#vivikwa_signala#noun#2#RM
discriminant_function	vivikwakara_Palana#vivikwakara_Palana#noun#2#RM
dish_antenna	diSa_EntenA#diSa_EntenA#noun#2#RM
disk_data_set	diska_dAtA_seta#diska_dAtA_seta#noun#3#RM
disk_drive	diska_drAiva#diska_drAiva#noun#2#RM
disk_pack	diska_pEka#diska_pEka#noun#2#RM
dislocation_string_model	praBraMSa_waMwu_moYdala#praBraMSa_waMwu_moYdala#noun#3#RM
disperse_system	parikRepI_waMwra#parikRepI_waMwra#noun#2#RM
dispersion_effect	parikRepaNa_praBAva#parikRepaNa_praBAva#noun#2#RM
dispersion_test	parikRepaNa_parIkRaNa#parikRepaNa_parIkRaNa#noun#2#RM
displacement_function	visWApana_Palana#visWApana_Palana#noun#2#RM
displacement_shock	visWApana_praGAwa#visWApana_praGAwa#noun#2#RM
display_board	praxarSapata#praxarSapata#noun#2#RM
display_device	praxarSapata_yukwi#praxarSapata_yukwi#noun#2#RM
display_driver	praxarSapata_pravarwaka#praxarSapata_pravarwaka#noun#2#RM
display_unit	praxarSapata_ikAI#praxarSapata_ikAI#noun#2#RM
disruptive_force	vixArI_bala#vixArI_bala#noun#2#RM
dissipation_factor	kRaya_guNAMka#kRaya_guNAMka#noun#2#RM
dissipation_stage	kRayakArI_caraNa#kRayakArI_caraNa#noun#2#RM
dissipative_function	kRayika_Palana#kRayika_Palana#noun#2#RM
dissociation_constant	viyojana_sWirAMka#viyojana_sWirAMka#noun#2#RM
dissociation_process	viyojana_prakrama#viyojana_prakrama#noun#2#RM
dissociative_sublimation	viyojanI_UrXvapAwana#viyojanI_UrXvapAwana#noun#2#RM
dissymmetry_ratio	visamamiwi_anupAwa#visamamiwi_anupAwa#noun#2#RM
distance_modulus	xUrI_mApAMka#xUrI_mApAMka#noun#2#RM
distillation_column	Asavana_koYlama#Asavana_koYlama#noun#2#RM
distorted_shape	vikqwa_rUpa#vikqwa_rUpa#noun#2#RM
distortion_elasticity	virUpaNa_prawyAsWawA#virUpaNa_prawyAsWawA#noun#2#RM
distributed_amplifier	viwariwa_pravarXaka#viwariwa_pravarXaka#noun#2#RM
distributed_capacitance	viwariwa_XAriwA#viwariwa_XAriwA#noun#2#RM
distributed_constant	viwariwa_niyawAMka#viwariwa_niyawAMka#noun#2#RM
distribution_board	viwaraNa_patta#viwaraNa_patta#noun#2#RM
distribution_coefficient	viwaraNa_guNAMka#viwaraNa_guNAMka#noun#2#RM
distribution_function	viwaraNa_Palana#viwaraNa_Palana#noun#2#RM
distribution_in_space	sWAna-viwaraNa#sWAna-viwaraNa#noun#3#RM
distribution_of_load	BAra-viwaraNa#BAra-viwaraNa#noun#3#RM
distribution_of_molecular_weight	ANvika_BAra_viwaraNa#ANvika_BAra_viwaraNa#noun#4#RM
distribution_ratio	viwaraNa_anupAwa#viwaraNa_anupAwa#noun#2#RM
distributional_stability	viwaraNI_sWAyiwva#viwaraNI_sWAyiwva#noun#2#RM
disturbed_motion	vikRubXa_gawi#vikRubXa_gawi#noun#2#RM
disturbed_orbit	vikRubXa_kakRA#vikRubXa_kakRA#noun#2#RM
disturbing_force	vikRoBI_bala#vikRoBI_bala#noun#2#RM
divergence_angle	apasaraNa_koNa/apasAra_koNa#apasaraNa_koNa/apasAra_koNa#noun#2#RM
divergent_flow	apasArI_pravAha#apasArI_pravAha#noun#2#RM
divergent_nozzle	apasArI_wuMda/apasArI_noYjZala#apasArI_wuMda/apasArI_noYjZala#noun#2#RM
diversity_gain	viviXawA_labXi#viviXawA_labXi#noun#2#RM
dividing_network_(_=crossover_network_)	viBAjaka_netavarka/saMkramaNa_netavarka#viBAjaka_netavarka/saMkramaNa_netavarka#noun#5#RM
division_of_scale	mApanI_viBAjana#mApanI_viBAjana#noun#3#RM
domain_wall_migration	domena_sImA_aBigamana#domena_sImA_aBigamana#noun#3#RM
dominant_mode	pramuKa_viXA#pramuKa_viXA#noun#2#RM
door_ejection	xvAra_uwkRepaNa#xvAra_uwkRepaNa#noun#2#RM
dope_vector	dopa_saxiSa#dopa_saxiSa#noun#2#RM
doping_compensation	mAxana_prawipUrwi#mAxana_prawipUrwi#noun#2#RM
doppler_radar	doYplara_redAra#doYplara_redAra#noun#2#RM
dot_generator	biMxu_janiwra#biMxu_janiwra#noun#2#RM
dot_matrix	biMxu_AvyUha/biMxu_mEtriksa#biMxu_AvyUha/biMxu_mEtriksa#noun#2#RM
dot_pattern	biMxu_ciwrAma#biMxu_ciwrAma#noun#2#RM
dot_sequential_colour_television	biMxu_anukramiwa_raMgIna_telIvijZana#biMxu_anukramiwa_raMgIna_telIvijZana#noun#4#RM
double_base_propellant	xviIMXanI_praNoxana#xviIMXanI_praNoxana#noun#3#RM
double_bond	xviAbaMXa/xvibaMXa#xviAbaMXa/xvibaMXa#noun#2#RM
double_cone_thrust_chamber	xviSaMku_praNoxa_kakRa#xviSaMku_praNoxa_kakRa#noun#4#RM
double_exposure	xviuxBAsana#xviuxBAsana#noun#2#RM
double_injector	xviaMwarkRepiwra#xviaMwarkRepiwra#noun#2#RM
double_pole_structure	xviXruvI_saMracanA#xviXruvI_saMracanA#noun#3#RM
double_precision	xvika_pariSuxXawA#xvika_pariSuxXawA#noun#2#RM
double_shot_moulding	xvipaxa_saMcakana#xvipaxa_saMcakana#noun#3#RM
double_star	yugma_wAre/wArA-yugma#yugma_wAre/wArA-yugma#noun#2#RM
down_burst=cloud_burst_)	vqRti_prasPota#vqRti_prasPota#noun#3#RM
down_coming_wave_(_=ionospheric_wave_)	aBigAmI_AyanamaMdalIya_waraMga#aBigAmI_AyanamaMdalIya_waraMga#noun#6#RM
down_converter	aBinimna_parivarwiwra#aBinimna_parivarwiwra#noun#2#RM
down_fold	nawa_valana#nawa_valana#noun#2#RM
down_link	aXokadZI#aXokadZI#noun#2#RM
down_range	aXoparAsa#aXoparAsa#noun#2#RM
down_range_station	aXoparAsa_keMxra#aXoparAsa_keMxra#noun#3#RM
down_stream	anupravAha#anupravAha#noun#2#RM
down_stream_injection	anupravAha_aMwa:kRepaNa#anupravAha_aMwa:kRepaNa#noun#3#RM
down_warp	nimnAvali#nimnAvali#noun#2#RM
down_welling_radiation	aBigAmI_vikaraNa#aBigAmI_vikaraNa#noun#3#RM
downfalling_radiance	pAwa_vikiraNawA#pAwa_vikiraNawA#noun#2#RM
downsized_digital_imaging_system	laGurUpa_aMkIya_prawibiMbana_praNAlI#laGurUpa_aMkIya_prawibiMbana_praNAlI#noun#4#RM
downward-looking_videography	aXomuKI_vIdiyogrAPI#aXomuKI_vIdiyogrAPI#noun#2#RM
downward_acceleration	aXomuKI_wvaraNa#aXomuKI_wvaraNa#noun#2#RM
downward_motion	aXomuKI_gawi#aXomuKI_gawi#noun#2#RM
