#geography dictionary extracted from Bharatvani site by Prashant. Formatted by Roja (03-10-2019)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#	   4) Removed information present in  ( ) Ex: Ababdeh abEbade (janajAwi)
		to	ababdeh_noun    abEbade
#################################################################################
ababdeh_noun	abEbade
microfossil_noun	sUkRmajIvASma
microlapies_noun	mAikrolepIja
micrometeorology_noun	sUkRma_mOsama_vijFAna
micrometer_noun	sUkRmamApI/mAikromItara
micrometerorological_noun	sUkRma_mOsamavEjFAnika
micron_noun	mAikroYna
micronesia_noun	mAikronISiA
micropedology_noun	sUkRmamqxAvijFAna
micropenitent_noun	mAikropenItenta
microphage_noun	sUkRmaBakRaka
microphagous_noun	sUkRmaBakRI
microphone_noun	mAikroPona
microphotograph_noun	sUkRmaPZotogrAPZa/sUkRmaxarSIPZoto
microphotography_noun	sUkRmaPZotociwraNa/sUkRmaxarSI_PZotogrAPI
microphysiography_noun	SElavarNanA
microplankton_noun	sUkRmaplavaka
microprocessor_noun	sUkRma_saMsAXiwra
microscale_noun	sUkRma_mApakrama
microscope_noun	sUkRmaxarSI/mAikroskopa
microsection_noun	sUkRmaparicCexa_sUkRmakAta
microseism_noun	sUkRmaBUkaMpa
microseismic_noun	sUkRmaBUkaMpI
microseismograph_noun	sUkRmaBUkaMpaleKI
microseismometer_noun	sUkRmaBUkaMpamApI
microshell_noun	sUkRma_kavaca
microswitch_noun	sUkRma_svica
microwave_noun	sUkRmawaraMga
mid-air_noun	maXyAkASa/AkASa/vAyumaXya
mid-day_noun	maXyAhna
mid-depth_noun	arXa_gaharAI
mid-night_noun	maXya_rAwri
mid-noon_noun	maXyAhna
mid-tide_noun	maXya_jvAra
midshipman_noun	midaSipamEna
migrant_noun	pravAsI
migration_noun	pravAsa/aBigamana
migratory_noun	pravAsI/aBigAmI
mild_noun	maMxa/mqxu
mile_noun	mIla
mileage_noun	mIlaxUrI
milestone_noun	mIla-pawwara
milieu_noun	vAwAvaraNa/parisWiwi
militate_noun	prawikUla
milk_noun	xugXa/xUXa
milky_noun	xUXiyA
mill_noun	peRaNI/cakkI/mila/kAraKAnA/himAnI_kUpa
mill-race_noun	mila_resa
millet_noun	mileta
millibar_noun	milIbAra
millstream_noun	mila_sariwA
mimeograph_noun	anulipiwra/mimiogrAPa/anulipi
mimosa_noun	mimosA
minaret_noun	mInAra
mine_noun	KAna/KaxAna
miner_noun	Kanaka
mineral_noun	Kanija
mineralization_noun	KanijIBavana/Kanijana
mineralized_noun	KanijIkqwa/KanijIBUwa
mineralogist_noun	Kanija_vEjFAnika/KanijajFa
mineralogy_noun	KanijikI/KanijavijFAna
miniature_noun	laGurUpa/laGu
miniaturisation_noun	laGurUpaNa
minimization_noun	nyUnawamIkaraNa
minimum_noun	nyUnawama/alpawama/nimnawama/nimniRTa
mining_noun	Kanana
miocene_noun	maXyanUwana
miombo_noun	mAiAmbo
miracle_noun	camawkAra
mirage_noun	mqga_wqRNA/marIcikA
mire_noun	mAyara/kIcadZa
mirkim_noun	mirakima
mirror_noun	xarpaNa/mukura
miryu_noun	kIcadZamaya
misalignment_noun	apasaMreKaNa
miscegenation_noun	SvewASvewa_saMkaraNa
miscellaneous_noun	viviXa
miscible_noun	miSraNIya
misclosure_noun	samApana_galawI/samApana_aSuxXi
misfire_noun	avisPotana/paWaBraRtana
misfit_noun	anupapanna/bemela
misinterpretation_noun	apanirvacana
misorientation_noun	kuxigvinyAsa/xuraBivinyAsa
missile_noun	prakRepaNAswra/misAila
mist_noun	XUmikA/kuhAsA
mistral_noun	mistrala
mitigation_noun	praSamana
mitteleurope_noun	maXya_yUropa
mitten_noun	mitana/niraMgula_xaswAnA
mizzenmast_noun	mijEnamAsta
mizzle_noun	mijZila
mobile_noun	gawiSIla/cala/caliRNu
mobility_noun	gawiSIlawA
moccarrero_noun	moYkerIro
moccasin_noun	mokAsina
mocha_noun	mokA_kahavA/mokA_koYkI
mock-up_noun	moYka-apa
mode_noun	viXi/rIwi/praNAlI/viXA/bahulaka/moda/avasWA
model_noun	nixarSa/moYdala
modelling_noun	prawirUpaNa
modem_noun	modema
moderate_noun	maXyama/sAmAnya/sAXAraNa/alpabala
moderating_noun	parimiwakaraNa/vimaMxaka/parivarwiwa
modern_noun	AXunika
modernisation_noun	AXunikIkaraNa
modification_noun	Aparivarwana/rUpAMwaraNa/rUpAMwara
modular_noun	prawirUpaka/moYdyUlI
modulation_noun	moYdulana
modulator_noun	moYdulaka
module_noun	moYdyUla
modulus_noun	mApAMka/mAdyUlasa
moel_noun	moila
moela_noun	moilA
mofette_noun	moPeti
mohair_noun	mohera/aMgorA_bAla
moiety_noun	moYi-i-ti/arXASa
moist_noun	gIlA/nama/Arxra
moisten_noun	wara_karanA/BigonA
moistrue_noun	namI
moisture_noun	namI/ArxrawA
moko_noun	moko/goxanA
mole-drainage_noun	bAMXa-apavAha
molecular_noun	ANvika/aNu
molecule_noun	aNu
mollisol_noun	moYlisoYla/mqxumqxA
moloch_noun	moloYka
molten_noun	galiwa/piGalA
momentum_noun	saMvega/gawimAwrA
monadnock_noun	monEdnoYka
monastery_noun	maTa
monetary_noun	muxrA/mOxrika
mongolo-dravidian_noun	maMgola_xravidZa
mongoloid_noun	maMgolakalpa
monimolimnion_noun	monimolimnioYna
monitoring_noun	moYnItarana
monochromatic_noun	ekavarNI
monoclinal_noun	ekanawika
monocrater_noun	monokretara
monocular_noun	ekanewrI
monoculture_noun	ekala_kqRi
monoglacial_noun	ekahimanaxIya
monoglot_noun	ekaBARA
monograph_noun	monogrAPa/prabaMXa
monolith_noun	ekASma/monoliWa
monometallic_noun	ekaXAwvika
monopoly_noun	ekAXikAra
monopropellant_noun	ekala_noxaka
monosyllabism_noun	ekAkRariwA/ekAkRara_viSleRaNa
monosyllable_noun	ekAkRara
monotheistic_noun	ekeSvarIya
monotonic_noun	ekaxiRta
monotreme_noun	aMdajwanI/ekavixara
monsoon_noun	mAnasUna
montana_noun	montenA
montane_noun	parvawIya
monte_noun	moYnte
montenegrin_noun	moYntInIgro-nivAsI
monument_noun	smAraka
moon_noun	caMxramA
moon-sickle_noun	nava_caMxra
moor_noun	mUra
moorpan_noun	mUrapEna/mUraparpatI
moorpeat_noun	mUrapIta
moose_noun	mUja
mopane_noun	moYpAne
mor_noun	moYra
moraine_noun	morena/himoDa
morbidity_noun	asvasWawA
moribund_noun	mqwaprAya/maraNAsanna
morphography_noun	Akqwi-varNanA
morphological_noun	Akqwacika/AkArikIya
morphologist_noun	AkqwivijFAnI
morphology_noun	Akqwi_vijFAna/AkArikI
morphometry_noun	AkAramiwi
morphosculpture_noun	AkqwiwakRaNa
morphosequent_noun	AkqwyunuvarwI
morphostructure_noun	Akqwi_saMracanA
morphotectonic_noun	Akqwivivarwanika/moYrPotiktoYnika
morphotectonics_noun	AkqwivivarwanikI
morphotexture_noun	Akqwi_gaTana
mortality_noun	mqwyu_saMKyA/mqwyuxara/marwyawA
mortlake_noun	mArtaleka/mqwa-JIla
morvan_noun	moravAna
mosaic_noun	mojZeka/kirmIra
mosaic-like_noun	kirmIrasama/mojZekasama
mosaicing_noun	mojZekana
mosaikkrankheit_noun	mojZEikakrAnkahAita
mosore_noun	mojZora
mosque_noun	masjixa
moss_noun	moYsa
motion_noun	gawi/anuxUrika_rUpAMwaraNa
motionless_noun	gawihIna/acala
motne_noun	motane
motorway_noun	motaramArga
moulding_noun	saMcana
moulin_noun	himAnI_kUpa/mUlEM
mound_noun	tIlA
mount_noun	AropaNa/Aroha/XAraka/Aropya/pahAdZI
mountain_noun	parvawa/pahAdZa
mountebank_noun	kaTavExya
moupak_noun	mOpaka
movement_noun	gawi/AMxolana/saMcalana
movie_noun	calaciwra
moving_noun	gawimAna/cala/pragAmI
mower_noun	movara/lAvaka_yanwra/GAsakarwaka
msitu_noun	siwu
muck_noun	maka/kArbanI_karxama
mud_noun	paMka
mud-box_noun	paMka_petI
mudir_noun	muxIra
mudiriya_noun	muxIriyA
mulatto_noun	mulAto
mulch_noun	malca/palavAra
mule_noun	Kesara/Kaccara/myUla
muleteer_noun	KaccaravAna
mulga_noun	mulgA/kIkara_kuMja
mull_noun	aMwarIpa/mala
muller_noun	mUsalI/malara
mulola_noun	mulolA
multichannel_noun	bahucEnalI
multilith_noun	maltIliWa
multinomial_noun	bahupaxa
multiple_noun	guNiwa/bahuguNa/bahu/bahuwa/_guNana/apakArya
multiplex_noun	maltIpleksa
multiplexing_noun	bahusaMkewana
multiplicity_noun	bahukawA/bahulawA
multiplier_noun	guNaka
multipurpose_noun	bahuuxxeSIya/bahuxxeSIya
multispectral_noun	bahu_spektramI
multistage_noun	bahucaraNI/bahupaxI
multivariate_noun	bahucara
multivibrator_noun	bahukaMpiwra/maltIvAibretara
mummification_noun	mamIBUwASma/mamIkaraNa
municipality_noun	nagarapAlikA
municipio_noun	myunisipiyo/nagara_pAlikA_kRewra
munition_noun	yuxXa-sAmagrI
munnopsis_noun	munoYpsisa
muri_noun	murI/gulma
muricid_noun	myUrisida
murram_noun	murama
muscovy_noun	maskovI
muskeg_noun	maskega
muslin_noun	malamala
mutability_noun	uwparivarwanaSIlawA
mute_noun	mUta/mUka/gUzgA
mutilated_noun	katAPatA/vikqwa
mutineer_noun	vixrohI/bAgZI
mutual_noun	pArasparika/anyonya
myall_noun	mAioYla
mycelia_noun	mAisIliyA
mycorrhiza_noun	kavakamUla
myo_noun	myo
myriad_noun	asaMKya
mythology_noun	xevakaWASAswra/purANa_SAswra/xevakaWA/purANakaWA
nab_noun	nEba
nadir_noun	aXobiMxu
naegleria_noun	nIgleriA
nagelfluh_noun	nEgelaPlU
nahrhumus_noun	nArahyUmasa
nahyad_noun	nAhyaxa
nail_noun	kIla/naKa
nailbourne_noun	nelaborna
nanometer_noun	nEnomItara
nanoplankton_noun	parAsUkRma_plavaka
nanosecond_noun	nEno-sekenda
nappe_noun	nApe
narrow_noun	saMkIrNa/bArIka
narwhal_noun	nArahvala
nation_noun	rARtra
national_noun	rARtrIya
nationalilty_noun	rARtrIyawA
native_noun	prAkqwika/prAkqwa/mUla_nivAsI
natural_noun	prAkqwika/prAkqwa/svABAvika
naturalist_noun	prakqwivAxI/prakqwi_vEjFAnika
naturalization_noun	xeSIyakaraNa/nAgarikIkaraNa
naturalize_noun	nAgarikawA_prApwa_yA_praxAna_paranA/xeSIyakaraNa_karanA
nature_noun	prAkqwi/svABAva/svarUpa
nautical_noun	nAvika/samuxrI
navigable_noun	nAvya/saMcAlya
navigation_noun	nOvahana/saMcAlana/nOsaMcAlana
navigator_noun	nOsaMcAlaka
naze_noun	awaMrIpa
nazzaz_noun	nEjZEja/xqDZa_patala
nearctic_noun	niArkatika
nebula_noun	nIhArikA
nebulosity_noun	nIhArimayawA
neck_noun	grIvA/garxana/kaMTa
nectridian_noun	nektrIdiana
negative_noun	qNa/qNAwmaka/negetiva
negligence_noun	asAvaXAnI/upekRA/lAparavAhI
negligible_noun	nagaNya
negress_noun	habaSina
negrito_noun	nigrIto
negro_noun	nIgro
negroid_noun	nIgrokalpa/nIgroYyada
negus_noun	nIgasa
nehrung_noun	nerUMga
neighbourhood_noun	prawiveSa/sAmIpya/Asa-pAsa
nekton_noun	waraNaka
neo-catastrophism_noun	nava-pralayavAxa
neo-malthusianism_noun	niomAlWasavAxa
neo-malthusianist_noun	niomAlWasavAxI
neo-palaeozoic_noun	navapurAjIvI
neo-volcanism_noun	navajvAlAmuKI_kriyA
neocene_noun	niyosIna_yuga
neocolonialism_noun	nava_upaniveSavAxa
neogene_noun	niyojIna_yuga
neoglaciation_noun	navahimana
neotechnique_noun	nava-wakanIka
neotropical_noun	niotroYpikala/navoRNa-katibaMXI
neovolcanic_noun	navajvAlAmuKIya
nephanalysis_noun	meGa_viSleRaNa
nephology_noun	meGa_vijFAna/naBovijFAna
nephometer_noun	meGamApI/naBomApI
nephoscope_noun	naBoxarSI/meGaxarSI
nepotism_noun	svajanapakRapAwa/BAI-BawIjAvAxa
neptune_noun	neptyUna/varuNa
neptunism_noun	jalavAxa
neptunist_noun	jalavAxI
nerita_noun	neritA
neritic_noun	neritAMcalI
ness_noun	aMwarIpa
nesting_noun	nIdana
net_noun	neta//jAla/jAlI_/pariNAmI/SuxXa/nivala
nets_noun	jAlaka
network_noun	jAla
neutral_noun	uxAsIna/maXyasilika/niRpraBAvI
neutraliser_noun	uxAsIniwra
neutrophye_noun	uxAsInapoRiwa
nevados_noun	nivAxoja
neve_noun	neve/kaNahima
neveification_noun	neveBavana
newspaperman_noun	pawrakAra
newsprint_noun	aKabArI_kAgaja
niaye_noun	niAye
nib_noun	niba
nick_noun	katAna/KAzcA
nickpoint_noun	nikapvAiMta
nife_noun	niPe
nigger_noun	habSI
niggerhead_noun	nigaraheda
nighj-dweller_noun	nikatavAsI
night_noun	rAwa/rAwri/niSA
night-fire_noun	niSA_agni
nili_noun	nAilI
nilo-hamite_noun	nAilo-hEmAita
nilometer_noun	nAilomItara
nilotic_noun	nIlanaxIya
nimbostratus_noun	varRAswarI_meGa
nimbus_noun	varRA_meGa/nimbasa/varRAmeGa
nimravus_noun	nimarEvasa
nip_noun	nipa/sparSikA
nitroglycerine_noun	nAitroglisarIna
nival_noun	himIya
nivated_noun	nevekqwa
niveo-eolian_noun	nivoo_vAyUDZa
niveo-fluvial_noun	himajalIya
nmefud_noun	nePUxa
noble_noun	aBijAwa/uwkqRta
nocturnal_noun	rAwricara/nESa
nodal_noun	noda/nodIya/nispaMxa/pAwika
node_noun	noda/AsaMXi/pAwa_/nispaMxa_/nirnawi_/parvasaMXi/gAzTa
noise_noun	rava/Sora
nomad_noun	calavAsI/KAnAbaxoSa
nomadic_noun	yAyAvara/calavAsI
nomadism_noun	yAyAvarawA/calavAsiwA
nomenclature_noun	nAma_paxXawi/nAmAvalI/nAma_waMwra
nomogram_noun	nAmogrAma/saMreKaNa_cArta
nomograph_noun	sareKaNa_cArta
non-cyclic_noun	acakrIya
non-ecumene_noun	avAsya_kRewra
non-geostrophic_noun	aBUvikRepI
non-luminous_noun	jyowihIna
non-photographic_noun	aPotogrAPIya
non-shaded_noun	CAyAraMjana_rahiwa
non-verticality_noun	anUrXvAXarawA/alambawA
nondevelopable_noun	avikAsanIya
nongranular_noun	kaNahIna
nonrigid_noun	axqDZa
nonrotating_noun	anAvarwI
nonsequence_noun	ananukrama
nontronite_noun	noYntronAita
nook_noun	nirjana_sWAna
noon_noun	maXyAhna/xopahara
nootka_noun	nUtakA
nore_noun	noYra/aMwarIpa
noria_noun	noriA/rahata
normal_noun	prasAmAnya/aBilamba/prAkqwa/sAmAnya/sAXAraNa/mAnaka/nArmala
normalisaiton_noun	prasAmAnyIkaraNa
normalised_noun	prasAmAnyIkqwa
normality_noun	prasAmAnyawA
normals_noun	sAmAnya_mUlya
normograph_noun	nArmogrAPa
norseman_noun	nArsamena
norte_noun	nArte
north_noun	uwwara
northeast_noun	uwwarapUrva
northeaster_noun	uwwarapUrva_pavana
norther_noun	nArxara/noYrxara
northerly_noun	uwwarI
northern_noun	uwwarI
northing_noun	aByuwwra_aMSAwara
northward_noun	uwwarABimuKa/uwwara_kI_ora
norwesters_noun	uwwara_paScimI_havA/uwwara_paCEyA/kAlabESAKI
nose_noun	noja
nosological_noun	nojoloYjIya/roga_vargikIya
nosology_noun	nojoloYjI/roga_vargikI
notation_noun	saMkewana/aMkana_paxXawi/saMkewa_paxXawi
notch_noun	KAMca/koNa_katAna
notificaiton_noun	aXisUcanA
notoriety_noun	kuKyAwi
notos_noun	notosa
notostomus_noun	notostomasa
nowcasting_noun	wAwkAlika_pUrvAnumAna
nozzle_noun	wuMda/nAjala/caMcu
nubbin_noun	nabina
nuclear_noun	nABikIya
nucleation_noun	nABikana
nucleus_noun	nABika/nyUkliyasa/keMxraka
null_noun	SUnya/rikwa/nirAkaraNIya/niRpraBAva
numbering_noun	aMkana
numeral_noun	saMKyAMka_/saMKyAwmaka
numerical_noun	saMKyAwmaka
nunakol_noun	nUnAkola
nunatak_noun	nUnAtaka
nuptiality_noun	vEvAhikawA
nutation_noun	SiKAcakraNa/akRa_vicalana_vixolana
nutgall_noun	natagAla
nutmeg_noun	jAyaPala/jAwiPala
nyika_noun	nAikA
oak_noun	bAMja
oar_noun	cappU/ariwra
oarsman_noun	KevatiyA/kevata
oasis_noun	naKaliswAna/maruuxyAna
obeah_noun	jAxU-tonA
obelisk_noun	obeliska/sUcyAkAra_swaMBa
object_noun	vaswu/piMda/biMba
oblate_noun	laGvakRa/capatA
oblique_noun	wiraCA/wiryak
obliques_noun	wiryagak/wiryak_Poto
obliterate_noun	vilopana
obliterated_noun	vilupwa
oblivion_noun	vismaraNa
oblong_noun	AyawarUpa/xIrGAyawa
obscuration_noun	aspaRtawA/alpaxqSyawA
obscured_noun	aspaRta
obscuring_noun	xqRti_roXaka
obscurity_noun	alpaxqSyawA
obsequent_noun	prawyanuvarwI
observation_noun	prekRaNa
observatory_noun	veXaSAlA/AbjarvejarI
observed_noun	prekRiwa
observer_noun	prekRaka
obsolescent_noun	lupwaprAya
obsolete_noun	apracAliwa/aprayukwa/lupwa
obstacle_noun	bAXA/avaroXa
obtuse_noun	kuMTAgra
occluded_noun	aXiviRta
occlusion_noun	aXiXAraNa
occupancy_noun	aXiroXaNa/saMroXaNa/aXyAvAsa/niveSana
occupation_noun	vyavasAya
occupier_noun	aXiRTawA
occurance_noun	prApwi/upasWiwi/GatanA
occurrence_noun	prApwi/upasWiwi/GatanA
ocean_noun	mahAsAgara
ocean-going_noun	mahAsAgaragAmI
ocean-sounding_noun	mahAsAgara_gaBIrawAmApana
oceania_noun	oSeniyA
oceanian_noun	oSeniyAI
oceanic_noun	mahAsAgara/mahAsAgarI
oceanity_noun	samuxrIyawA
oceanographer_noun	samuxravEjFAnika/samuxravijFAnI
oceanographic_noun	samuxravijFAniya
oceanography_noun	samuxra_vijFAna
oceanus_noun	oYsIanasa
octane_noun	oYktena
octave_noun	aRtaka/sapwaka
odd_noun	asaMgawa/ayugma/viRama
odograph_noun	odogrAPa/paWaleKI
odometer_noun	paWamApI/odomItara
offal_noun	mAMsAvaSiRta/oPela
offlap_noun	avyApwi
offset_noun	kREwija_visWApana/oYPaseta/aMwarlaMba
offshore_noun	apawata
ogive_noun	ojAiva/woraNa
ohmmeter_noun	omamApI
oil-sand_noun	wEla-bAlukA
oil-shale_noun	wEla-Sela
okta_noun	oYktA
oldland_noun	jIrNaBUmi/prODZaBUmi
oligomict_noun	samASma
oligopoly_noun	alpAXikAra
oligotrophic_noun	alpapoRI/miwapoRaNI
ombrometer_noun	oYmbromItara/varRAmApI
omnidirectional_noun	sArvaxeSika
omnimeter_noun	oYmnImItara
omuramba_noun	oYmUrEmbA
ona_noun	onA
onomastics_noun	nAma_vixyA
onset_noun	AraMBa
ontology_noun	sawwAmImAMsA/vaswumImAMsA
onyx_noun	onIksa
oolitic_noun	aMdakIya/UolAitI
oollite_noun	aMjakASma/UolAita/aMduka
ooze_noun	risanA_siXupaMka/nipaMka/Uja
oozing_noun	syaMxana/risanA
opacity_noun	apAraxarSiwA/apAryawA
opaque_noun	apAraxarSI
open_noun	KulA/vivqwa_/bqhax_kaMxarA_prAkqwika_vixara
opening_noun	muKa/xvAra/vana-avakASa/KulI_jagaha
operand_noun	saMkArya
operation_noun	pracAlana/saMkriyA
operational_noun	pracAlaka/saMkriyAwmaka
operator_noun	pracAlaka/oYparetara/saMkAraka
opisometer_noun	oYpisomItara
oppidum_noun	oYpIdama
opposing_noun	viroXI
opposite_noun	viparIwa/sammuKa
oppressive_noun	kaRtakara
opstal_noun	oYpstala/PArma-Bavana
optical_noun	prakASIya/prakASika
optimization_noun	anukUlIkaraNa/iRtawamIkaraNa
optimum_noun	iRtawama/anukUlawama
oracle_noun	xevavANI
orbit_noun	kakRA/newraKa/newrakotara
orbital_noun	oYrbitala/kakRaka_/kakRIya_/newra_kotara/newraKa
orbiter_noun	kakRiwra/kakRaNa_yAna
orchard_noun	PaloxyAna
ordering_noun	kramIkaraNa
ordinate_noun	koti
ordnance_noun	ArdaneMsa
organisation_noun	saMgaTana
oriental_noun	prAcya/orientala
orientation_noun	xik_vinyAsa/aBivinyAsa
oriented_noun	aBivinyaswa
orifice_noun	muKa/raMXra/xvAra
origin_noun	uxgama/uxBava/uwpawwi/mUla-biMxu
original_noun	prAraMBika/mUla/mOlika
originating_noun	AraMBa_hone_vAlA/uwpanna
ornate_noun	alaMkqwa
ornithologist_noun	pakRivijFAnI
orocline_noun	parvawa-nawi
orogen_noun	parvawajana
orogenesis_noun	parvawana
orogenetic_noun	parvawanI/parvawajananika
orogenic_noun	parvawanI
orogeny_noun	parvawana
orogeosyncline_noun	parvawanI_BUaBinawi
oroghosy_noun	parvawa-vijFAna/pArvawikI
orographic_noun	parvawIya
orography_noun	parvawa_vijFAna/pArvawikI
orology_noun	parvawa_vijFAna/pArvawikI
orophyte_noun	parvawapoRiwa
orterde_noun	oYratarde
orthodrome_noun	oYrWodroma/jalamArga
orthofilm_noun	ArWoPZilma
orthognathus_noun	oYrWognEWasa/sIXA_jabadZAyukwa
orthogneiss_noun	AgneyanAisa
orthogonal_noun	laMba_koNIya/lAMbika
orthomorphic_noun	yaWAkqwika
orthophoto-map_noun	oYrWoPoto_mAnaciwra
orthophotography_noun	oYrWoPotogrAPI
orthophotoscope_noun	oYrWoPotoskopa
orthorhombic_noun	viRamalambAkRa
ortlerite_noun	oYrtalerAita
oryx_noun	oYriksa
osar_noun	oYsara
oscillation_noun	xolana
oscillator_noun	xolaka
oscillatory_noun	xolanI/xolana/xolaka
oscilloscope_noun	xolanaxarSI
ose_noun	ojZa
oshana_noun	OSEnA
osmosis_noun	parAsaraNa
osseous_noun	asWimaya/asWila
ossiferous_noun	asWiXara
ostentation_noun	Adambara
osteolith_noun	asWi-aSma
ostracoderm_noun	oYstrEkodarma
otter_noun	uxra/UxabilAva
otter-board_noun	uxra_pata
otter-trawling_noun	uxra-AnAyana
ouklip_noun	oYklipa/purAwana_SEla
oule_noun	ole
out-rigger_noun	pArSva-varXa/roka-DivarI
outbreak_noun	prAxurBAva
outbuilding_noun	upaBavana
outcrop_noun	xqSyAMSa:_aMSaxarSana
outer_noun	bAhya
outfield_noun	sIvAna
outfit_noun	upakaraNa/saMBAra
outflow_noun	bahirvAha/niHsrAva
outlander_noun	vixeSI
outlay_noun	lAgawa
outlet_noun	nirgama/nikAsa
outlier_noun	purAnwaHSAyI
outline_noun	rUpareKA
outlook_noun	xqRtikoNa/saMBAvanA/AsAra/prawyASA
outport_noun	nirgama_praxvAra/bAhya_banxaragAha
outpost_noun	sImA_cOkI
output_noun	nirgawa/nirgama/uwpAxana/bahirveSa
outrun_noun	kArya_uwpAxana
outskirt_noun	bahirBAga/sImAnwa
outstanding_noun	feature_viSiRta_lakRaNa
outwash_noun	himAnIXOwa
ova_noun	ovA/aMdANu
ova-zorotu_noun	ovA-jorowU
oval_noun	aMdAkqwi/aMdAkAra/aMdavakra
oven_noun	avana/baMxacUlhA/AvA
over-concentration_noun	awi-saMkenxraNa
over-congested_noun	awiGanA
over-populated_noun	awyaXika_AbAxa
over-population_noun	awyaXika_AbAxI
overall_noun	samagra
overcast_noun	meGAcCanna/meGAcCAxana
overcrowd_noun	awi_saMkula
overcrowding_noun	awisaMkulawA
overdeepening_noun	awigaBIrana
overfall_noun	vikRubXa_jala
overfishing_noun	awimawsyagrahaNa/awimawsyana
overflow_noun	aXipravAha_AplAva/awivAha
overfold_noun	prawivalana
overgrazing_noun	awicAraNa
overhang_noun	pralaMbana
overhaul_noun	ovarahoYla/kAyApalata
overhead_noun	Siropari/upari
overlap_noun	awivyApwi/awivyApana
overlapping_noun	awivyApana
overlay_noun	upariSAyI/aXiciwra
overload_noun	awiBAra
overloaded_noun	awiBAriwa
overlying_noun	upariSAyI
overprint_noun	urXvAropaNa/ovarapriMta
overprinting_noun	unmuxraNa
overrunning_noun	aXipravAha
overseas_noun	samuxrapAra
overspill_noun	awirikwa
oversteepening_noun	awi_pravaNana
overstepping_noun	UrXvavyApana
overthrust_noun	aXikRepa
overthrusting_noun	aXikRepaNa
overtide_noun	aXijvAra
overturn_noun	paryAsa
overturned_noun	prawivaliwa
overurbanization_noun	awinagarIkaraNa
overwash_noun	jalaXOwa
overwintering_noun	SiSirAwijIvana_/SiSirAwijIvI
ovis-poli_noun	oYvisa-polI
owlet_noun	ulUkaka
owner_noun	svAmI
ownership_noun	svAmiwva
oxidation_noun	oYksIkaraNa
oxidiser_noun	oYksIkAraka/upacAyaka
oxisol_noun	oYksIsoYla/oYksImqxA
oxygen_noun	oYksIjana
oxyphyte_noun	amlapoRiwa/amloxbix
oyashio_noun	oyASiyo
oyster_noun	Sukwi/sIpa
ozone_noun	ojona
ozoniser_noun	ojoniwra
ozonosphere_noun	ojonamaMdala
p.t.anemogram_noun	xAbanalI_pavanaleKI
pa-deng_noun	pAdeMga
pace_noun	pragawi
pacing_noun	paxamApana
pack_noun	samuxrI_barPa_puMja/saMkula/nicaya/pEka
package_noun	saMveRtana/pEkeja
packet_noun	pEketa/veRtaka
packing_noun	saMkulana
padang_noun	pEdAMga
paddlewheel_noun	pEdala_vhIla
paddy_noun	XAna
pading_noun	pEdAinI
pagoda_noun	pEgodA
pair_noun	yugala/yugma
paiute_noun	pAiyUwa
palaearctic_noun	peliArkatika
palaeo_noun	purA
palaeobathymetric_noun	purAanugaBIra
palaeobiogeography_noun	purAjEva_BUgola
palaeobiological_noun	purAjEva/purAjEvika
palaeobiology_noun	purAjIvavijFAna
palaeocene_noun	purAnUwana/pEliyosIna
palaeoclimate_noun	purAjalavAyu
palaeoclimatology_noun	purAjalavAyuvijFAna
palaeoclimatolozy_noun	purAjalavAyu_vijFAna
palaeoecologist_noun	purAparisWiwivijFa
palaeoecology_noun	purApArisWiwikI
palaeogeography_noun	purABUgola
palaeogeomorphology_noun	purABUAkqwikI
palaeolithic_noun	purApARANI
palaeomagnetic_noun	purAcuMbakIya
palaeomagnetism_noun	purAcuMbakawva
palaeonectis_noun	pEliyonektrisa
palaeontological_noun	jIvASmIya/jIvASma
palaeophysiography_noun	purABUAkqwikI
palaeoplain_noun	purAmExAna
palaeosalinity_noun	purAlavaNawA
palaeosols_noun	purAniKAwa
palaeostructure_noun	purAsaMracanA
palaeotemperature_noun	purAwApa/purAwApamAna
palaeovolcanic_noun	purAjvAlAmuKIya
palaeozoic_noun	purAjIvI
paleoclimatological_noun	purAjalavAyava
paleoclimatology_noun	purAjalavAyu_vijFAna
paleogeography_noun	purABUgola
paleogeology_noun	purABUvijFAna
paleomagnetic_noun	purAcuMbakIya
paleovulcanism_noun	purAjvAlAmuKI_kriyA
palethnologist_noun	purAmAnavajAwi_vijFAnI
palettekinfe_noun	beXAra_cAkU
paling_noun	GerA/GerAbaMXI
palisade_noun	GerA
palliative_noun	upaSAmaka
palm_noun	wAla/wAdZa
palmetto_noun	laGuwAdZa/pElmeto
palmyra_noun	paMKiyA_wAdZa
palygorskite_noun	pEligorskAita
palynology_noun	parAgANu_vijFAna
pampero_noun	pEmpero
pamphlet_noun	pEmPleta/puswikA/cOpannA
pan_noun	pAwra
pancratium_noun	pEnkreSiyama
pandemic_noun	sarvavyApI
pandy_noun	pEMdI
panel_noun	pEnela/prapatta
pannage_noun	pEnijZa/SUkara_cAraNa
panneveld_noun	pEnavelda
panning_noun	paCoranA/aBinamana
panorama_noun	viSAla_xqSya/virAta_xqSya
panplanation_noun	naxI-samawalana
papuan_noun	pEpuana
parabola_noun	paravalaya/pErAbolA
parachute_noun	havAICawarI/pErASUta
paradigm_noun	rUpAvalI/nixarSanI
parageosyncline_noun	gONa_BUaBinawi
