#TODO ::	Hindi meaning spellings need to be checked
#Giving category as 'UNKNOWN' for the words whose category is not known
#######################################################################
#Eng-wrd_Category	IIT-Bombay/Shabdanjali meaning
########################################################################
A_noun	e
LISP_noun	lispa
LP_noun	ela_pI
LSD_noun	ela_esa_dI
LTTE_noun	ela_tI_tI_I
LXX_noun	sawwara
LXXXVI_noun	CiyAsI
Labor_noun	majaxUra_xala
Labour_noun	majaxUra_xala
Labrador_noun	lEbradara
Lancashire_noun	laMkASAyara
Lancaster_noun	lEMkAstara
Landrover_noun	lEMdarovara
Latin_adjective	lEtina_saMbaMXI/lEtina
Latin_noun	lEtina_BARAA/lEtinaa/lEtina
Latino_adjective	spenI
Latino_noun	lAwIno
Laundromat_noun	maSiNI_XulAI_Gara
Laureate_noun	rAjakavi
Lebanese_adjective	lebanAnI/lebanAna_kA
Lebanese_noun	lebanAnavAsI
Lebanon_noun	lebanAna
Lego_noun	lego
Leicester_noun	lIsestara
Lent_noun	cAlIsA
Leo_noun	siMha_rASi
Lewis_noun	lUIsa
Li_noun	lIWiyama
Libra_noun	wulA_rASi_meM_janmA_vyakwi/wulA_rASi/wulA
Libran_adjective	wulA_rASi_saMbaMXI
Libritabs_noun	libritEbsa
Librium_noun	libriyama
Lidocaine_noun	lAidokena
Lietuva_noun	lItuvA
Lieut._noun	lePZtineMta
Lilliputian_adjective	awi_laGu
Lilongwe_noun	lilOMgve
Lincoln_noun	liMkana
Lithuania_noun	liWUAniyA
Liverpool_noun	livarapUla
Loafer_noun	loPZara_jUwA
Lohit_noun	lohiwa
London_noun	laMxana
Lot_noun	lata
Lothian_noun	loIana
Lowell_noun	lovela
Lowry_noun	lAurI
Loyalist_noun	layalista
Lt_noun	lePZtineMta
Lucite_noun	lyUsAita
Lycra_noun	lAikrA
M_noun	eka_hajZAra
M.O._noun	cikiwsA_aXikArI
M.Sc._noun	ema_esa_sI
MA_noun	em_ee
MB_noun	megAbAita/cikiwsA_meM_snAwaka
MBA_noun	Ema_bI_e/ema.bI.e.{vANijya_praSAsana_meM_snAwakowwara}
MBE_noun	Ema_bI_I/britiSa_rAjya_kA_saxasya
MC_noun	koYMgaresa_saxasya/senA_paxaka{britena_meM}
MCC_noun	Ema_cI_cI/rARtrIya_pariRaxa_kA_saxasya
MD_noun	Ema_dI/snawakowwara_cikiwsaka/mahAprabanXaka
MFC_noun	MFC
MHz_noun	megAhartjZa
MO_noun	cikiwsA_aXikArI
MOD_noun	surakRA_maMwrAlaya
MOT_noun	vAhana_parIkRaNa/parivahana_maMwrAlaya
MP_noun	senA-pulisa_kA_sipAhI/ema_pI
MRW_noun	ema_Ara_dablyU
MSc_noun	ema_esa_sI
MV_noun	motara-powa
Mach_noun	mEka
Machiavellian_adjective	kapatapUrNa
Madeira_noun	mediyarA_SarAba
Mademoiselle_noun	kumArI
Madonna_noun	kumArI_mariyA
Mafia_noun	mAPZiyA
Magenta_noun	mEjeMtA_kA_yuxXa
Magyar_adjective	mEgyAra
Magyar_noun	mEgyAra
MahaBodhivriksha_noun	mahAboXivqkRa
Maharaja_noun	mahArAjA
Maj._noun	mejara
Major_noun	mejara
Maker_noun	ISvara
Malabo_noun	malAbo
Malawi_noun	malAvI
Malaya_noun	malaya
Malaysia_noun	maleSiyA
Mammon_noun	Xanasampawwi{ko_ISvara_mAnanA}
Manchester_noun	mEnacestara
Mandarin_noun	mEMdarina
Manila_noun	manIlA
Manx_adjective	Aila_oYPZa_mEna_saMbaMXI
Manx_noun	mEMksa
Maori_adjective	mAorI_saMbaMXI
Maori_noun	mAorI
Mar._noun	mArcaa
Marathon_noun	mErAWana
March_noun	mArca
Marine_noun	nOsEnika
Mars_noun	maMgala_graha
Martian_adjective	maMgala_graha_sabaMXI
Martiann_noun	maMgalavAsI
Marx_noun	mArksa
Marxism_noun	mArksavAxa
Marxist_adjective	mArksavAXI
Marxist_noun	mArksavAxI
Mary_noun	merI
Mason_noun	gupwa_saMsWA_kA_saxasya
Masonic_adjective	gupwa_saMsWA_ke_saxasya_saMbaMXI
Maugham_noun	mOma
May_noun	maII/maI/vasanwa
Mayday_noun	vipawwi-saMkewa
Mazdaism_noun	mAjZxA_Xarma
McCoy_noun	vAswavika_vaswu
McKinley_noun	mEkinalI
Mecca_noun	makkA/AkarRaNa_kA_keMxra-sWala
Med_noun	BUmaXyasAgara/mEditereniyana_samuxra
Medicaid_noun	cikiwsA_sahAyawA
Medicare_noun	cikiwsA_sahAyawA
Mediterranean_adjective	BUmaXyasAgarIya
Mediterranean_noun	BUmaXyasAgara
Mercury_noun	marakyurI/buXa_graha
Mesa_noun	mIsA
Messiah_noun	masIhA/IsA_masIha
Messrs_noun	sarvaSrI
Messrs._noun	sarvaSrI
Met_noun	mOsama_viBAga
Methedrine_noun	meWidrIna
Methodism_noun	niyamavAxa
Methodist_adjective	niyamavAxI
Methodist_noun	niyamavAxI
Metro_adjective	mahAnagarIya
Mexico_noun	mEksiko
Mick_noun	AiriSa_vyakwi
Mickey_noun	AiriSa_vyakwi
Microsoft_noun	Microsoft
Midas-touch_noun	hara_kAma_se_PAyaxA_honA
Midland_noun	midalEMda
Midlands_noun	midlEMdsa
Midway_noun	midave
Midwest_noun	maXyowwara_amarIkA
Milan_noun	milAna
Milquetoast_noun	poMgA
Miri_noun	mirI
Mirish_noun	mirISa
Miss_noun	kumArI
Mn_noun	mEMganIjZa
MoD_noun	rakRA_maMwrAlaya
Mobile_noun	mobAila
Moghul_noun	mugala
Mohammed_noun	hajarawa_muhammaxa
Monday_noun	somavAraa/somavAra
Money-Lender_noun	sAhUkAra
Mongol_adjective	maMgolI
Mongol_noun	maMgolI/maMgola
Mongolian_adjective	maMgolI
Mongolian_noun	maMgolI/maMgola
Monsieur_noun	SrImAna
Moor_noun	mUra
Moorish_adjective	mUroM_kA
Moresque_adjective	mUroM_kA
Morocco_noun	morakko
Moscow_noun	mAsko
Moslem_adjective	muslima
Moslem_noun	musalamAna
Mr_adjective	SrI
Mr_noun	srImAna
Mr._noun	SrImAna
Mrs_noun	SrImawI
Ms_noun	suSrI
Ms._noun	suSrI
Mt_noun	parvawa
Mt._noun	parvawa
Muhammad_noun	hajarawa_muhammaxa
Murderous_adjective	hiMsra
Muse_noun	myUjZa
Muslim_adjective	muslima/musalamAna
Muslim_noun	musalamAna
Myanmar_noun	myAzmAra
N.B._PHRASE	XyAna_xIjiye
NAAFI_noun	nAPZI
NASA_noun	nAsA/amarIkA_kA_aMwarikRa_kAryAlaya
NATO_noun	nAto/uwwarI_atalAMtika_saMXi_saMgaTana
NB_PHRASE	XyAna_xIjiye
NBC_noun	ena_bI_sI
NCO_noun	ena_sI_o
NE_noun	uwwara-pUrva
NFL_noun	ena_ePZa_ela
NHS_noun	ena_eca_esa
NI_noun	ena_AI
NRA_noun	ena_Ara_e
NSPCC_noun	ena_esa_pI_sI_sI
NW_noun	uwwara-paScima
NY_noun	nyU_yarka
NYC_noun	nyU_yarka_sitI
NZ_noun	nyU_jZIlEMda
Naafi_noun	nAPZI
Nabu_noun	nebU
Naga_noun	nAga
Namibia_noun	nAmIbiyA
Native-American_noun	amarIkI_mUla_prajAwi_saxasya
Nazi_adjective	nAjZI
Nazi_noun	nAjZI_pArtI/nAjZI/jAwivAxI
Naziism_noun	nAjZIvAxa
Nazism_noun	nAjZIvAxa
Neandertal_noun	niyEndaraWala_mAnava
Neanderthal_adjective	purAwanapaMWI/niyEndaraWala/asaBya
Neanderthal_noun	niyEndaraWala_mAnava
Nebo_noun	nebo
Negress_noun	nIgro_mahilA/nIgro_ladZakI
Negro_adjective	nIgro_saMbaMXI
Negro_noun	nIgro
Negroid_noun	nIgro
Nemesis_noun	nemesis
Neolithic_noun	navapARANa_yuga
Neptune_noun	varUNa/nepcUna
Netherlands_noun	nIxaralEMdsa
Newcastle_noun	nyUkAsila
Nicaragua_noun	nikarAguA
Nicaraguan_adjective	nikarAguA_kA
Nicaraguan_noun	nikarAguAI
Nobel_noun	nobela
Noel_noun	krisamasa
Nordic_adjective	uwwarI_yUropa_ke_xeSoM_se_saMbaMXiwa/nardika
Norman_adjective	narmana_SElI_kA/narmana_logoM_se_saMbaMXiwa
Northampton_noun	narWEMptana
Northerner_noun	uwwarI_amerikA-vAsI
Norway_noun	nArve
Nov._noun	navaMbara
November_noun	navaMbaraa
Nyasaland_noun	nyAsAlEMda
OAS_noun	o_e_esa
OBE_noun	o_bI_I
OCHA_noun	ocA
ODCCP_noun	o_dI_sI_sI_pI
OECD_noun	o_I_sI_dI
OHCHR_noun	o_eca_sI_eca_Ara
OPEC_noun	o_pI_I_sI
OS_noun	o_esa
OU_noun	mukwa_viSvavixyAlaya
Obadiah_noun	obadAyA
Occident_noun	paScima
Occidental_noun	paScimavAsI/oYksideMtala
Oct._noun	aktUbara
Octoberfest_noun	aktUbaraPZesta
Oktoberfest_noun	aktUbaraPZesta
Olimpic_adjective	oliMpiyA_saMbaMXI
Olympiad_noun	xo_oliMpika_KeloM_ke_bIca_kA_aMwarAla/oliMpiyAda/aMwarrARtrIya_vijFAna_prawiyogiwA
Olympian_adjective	xivya/SAnaxAra/oliMpiyA_ke_xevawAoM_se_saMbaMXiwa/oliMpiyA_kA
Olympian_noun	oliMpika_xevawA/oliMpika_KilAdZI
Olympics_noun	olaMpika
Order!Order!_interjection	niyama_kA_ullaMGana_mawa_karo
Org-Explorer_noun	oYrg-eksploraraa
Orient_noun	pUrvI_xeSa
Oriental_noun	pUrva-vAsI
Oscar_noun	oYskara
Osmanli_noun	usmAna_vaMSI_wurka
Ostwald_noun	ostavAlda
Ottoman_adjective	usmAna_rAjavaMSIya
Ottoman_noun	usmAna_vaMsa_kA_wurka/usmAna_rAjavaMSa
Ouranos_noun	varuNa
Owen_noun	ovana
Oxbridge_noun	oYksabrija
Oxon_noun	oYksOna
PA_noun	nijI_sahAyaka
PAYE_noun	upArjana-karaBugawAna_vyavasWA
PDA_noun	pI_dI_e
PGCE_noun	SikRASAswra_meM_snAwakowwara_sartiPiketa_korsa
PM_noun	praXAna-maMwrI
POW_noun	pI_o_dablyU
PPC_noun	pI_pI_sI
PS_noun	punaSca
PT_adjective	aMSakAlika
PT_noun	pI_tI
PTA_noun	pI_tI_e
PTO_noun	kq._pa._u.
PVA_noun	pI_vI_e
PVC_noun	pI_vI_sI
Pacific_adjective	praSAMwa_mahAsAgarIya
Pacific_noun	praSAMwa_mahAsAgara
Paddy_noun	AiriSa_vyakwi
Page_noun	peja
Paisley_noun	pejZlI
Pakistan_noun	pAkiswAna
Palaeolithic_noun	purApARANa_yuga
Paleolithic_noun	purApARANa_yuga
Palestinian_adjective	PZiliswInI
Palestinian_noun	PZiliswInI
Panama_noun	panAmA_topI/panAmA
Pancake-Day_noun	pEnakeka_xivasa
Pandava_noun	pANdava/pAMdava
Panicum_noun	xUrvA/xUba/jayA
Panjabi_adjective	paMjAbI
Panjabi_noun	paMjAbI
Paraguay_noun	pErAgve
Parcheesi_noun	lUdo
Parijataka_noun	pArijAwaka
Paris_noun	perisa
Parisian_adjective	perisa_kA
Parisian_noun	perisavAsI
Parkinson's_noun	pArkinsana_roga
Parmesan_noun	pArmIjZEna
Parousia_noun	IsA_masIha_kA_xubArA_Agamana
Parsee_noun	pArasI
Parsi_noun	pArasI
Parvati_noun	pArvawI
Pashto_noun	paSwo
Pashtu_noun	paSwu
Passover_noun	pAsaovara
Paxto_noun	paSwo
Peke_noun	pIka
Pekinese_noun	pIkinIjZa
Pekingese_noun	pIkinIjZa
Pentecost_noun	peMtikosta
Pentecostal_adjective	peMtikosta_parva_se_saMbaMXiwa
Pentecostal_noun	peMtikosta_kA_anuyAyI
Pentecostalist_noun	peMtikosta_kA_anuyAyI
Perennially_adverb	pUre_varRa
Peripatetic_noun	araswUvAxI
Periwinkle_noun	saxAbahAra/GoMGA
Persian_adjective	parSiyA_kA
Persian_noun	IrAnI
Persian-cat_noun	PArasI_billI
Perspex_noun	parsapeksa
Pharaoh_noun	PZero/prAcIna_misra_kA_rAjA
Pharaonic_adjective	PZero_saMbaMXI
Pharisee_noun	PZErIsI/GamaMdI/prAcIna_yahUxI_samparraxAya_kA_saxasya/xiKAvatI_nEwika_AcaraNa
Philistine_adjective	PiliswInI
Philistine_noun	PiliswInI
Philo_adjective	premI
Phoenix_noun	PZIniksa
Phosphorus_noun	Sukra_graha
Piece-de-resistance_noun	mOlika_evaM_mahawwvapUrNa_racanA
Pig_verb	bahuwa_KAnA
Pilaf_noun	pulAva
Pilchard_noun	eka_CotI_samuxrI_maCalI
Pinball_noun	pinabAla{eka_prakAra_kA_Kela}
Piper_noun	pAipara
Piscean_adjective	mIna_rASi_se_saMbaMXIwa
Pisces_noun	mIna_rASi_meM_uwpanna_vyakwi/mIna_rASi
Plasticine_noun	plAstisIna
Platonic_adjective	pleto_kA
Pluto_noun	plUto
Poland_noun	polEMda
Polaroid_noun	polarAida_PZoto/polarAida_PZilma/polarAida
Polaroids_noun	poaraida_XuPa-caSmA
Pole-position_noun	kAra_resa_ke_prAramBa_meM_pahalA_sWAna
Polka_noun	pUravI_yUropa_kA_eka_jZinxAxila_nqwya
Porter_noun	portara
Portland-stone_noun	pIle_raMga_kA_pawWara
Portugal_noun	purwagAla
Positivism_noun	prawyakRavAxa
Post-modern_adjective	uwwara_AXunika
Posy_noun	puRpagucCa
Prague_noun	prAga
Pre-Raphaelite_adjective	rAPela-pUrva
Pre-Raphaelite_noun	prAkrEPela_saxasya
Presbyterian_adjective	pAxarI_saMGa_SAsiwa_giraje_kA
Presbyterian_noun	presbiteriyana/pAxarI_saMGa_SAsiwa_giraje_kA_saxasya
Presbyterianism_noun	presbiteriyanavAxa
Press-office_noun	pawrakAriwA_xaPwara
Prof._noun	proPZesara
Protestantism_noun	protestEMta_Xarma
Providence_noun	providensa
Prussia_noun	praSiyA
Psyche_noun	sAikI
Pt_noun	pI_tI/pAiMta/paiMta/baMxaragAha/BAga
Pt._noun	baMxaragAha/BAga
Pte_noun	sAmAnya_sEnika
Pu_noun	pI_yU
Public-school_noun	pablika_skUla
Pullman_noun	pulamEna
Punch-and-Judy-show_noun	puwalioM_kA_praxarSana
Punjabi_adjective	paMjAbI
Punjabi_noun	paMjAbI
Punk_noun	paMka
Pythia_noun	pAiWiyA
Python_noun	pAiWana
Pythoness_noun	pAiWanesa
Q.E.D._noun	kyU_I_dI
QED_noun	kyU_I_dI
Quaderagesima_noun	leMta_kA_pahalA_ravivAra
Quaker_noun	kvekara
Quiche_noun	kISa_BARA/kISa
Quran_noun	kurAna
R.S.V.P._noun	Ara._esa._vi._pI.
RAC_noun	Ara_e_sI
RAF_noun	rayala_eyara_PZorsa
RAM_noun	rEma
RC_noun	Ara_sI
RE_noun	Xarma-SikRA
RM_noun	SAhI_nOsenA
RN_noun	SAhI_nOsenA/paMjIkqwa_narsa
RNA_noun	Ara_ena_e
RNLI_noun	SAhI_rARtrIya_jIvananOkA_saMsWA
ROM_noun	rama
RSA_noun	Ara_esa_e
RSC_noun	Ara_esa_sI
RSPB_noun	Ara_esa_pI_bI
RSPCA_noun	Ara_esa_pI_sI_e
RSVP_noun	Ara_esa_vi_pI
RUC_noun	Ara_yU_sI
Raffia_noun	wAdZavqkRa
Ram_noun	rAma
Ramadan_noun	ramajZAna
Ramsons_noun	jaMgalI_lahasuna
Ranger_noun	reMjara
Rangoon_noun	raMgUna
Raphia_noun	wAdZavqkRa
Rd_noun	mArga
Rd._noun	mArga
Reaper_noun	mqwyu
Redeemer_noun	uxXArakarwA/mukwixAwA
Reef_noun	rIPZa
Regent_adjective	prawiSAsana_vyavasWApaka
Reich_noun	rAika/jarmana_rAjya
Renaissance_noun	punarjAgaraNa_kAla
Rep_noun	vikraya_prawiniXi
Rev._noun	reva
Revd._noun	reva
Reverend_noun	revareMda
Rhodesia_noun	rodeSiyA
Richmond_noun	richmaMda
Riviera_noun	uRNa_watIya_kRewra
Rococo_adjective	awyalaMkqwa
Rococo_noun	rokoko/awyaXika_alaMkaraNa_kI_SElI
Roentgen_noun	raMtajena
Rogers_noun	rOjarsa
Roma_noun	romAA/KAnAbaxoSa/jipsI
Roman_adjective	romana_kEWolika_carca_saMbaMXI/romana_akRara-SElI_kA/romama_kEWolikavAxI/prAcIna_romI/AXunika_romI
Roman_noun	romana_SElI/prAcIna_romavAsI/AXunika_romavAsI
Romance_adjective	romAnsa
Romanesque_adjective	romana_sWApawya_SElI_saMbaMXI
Romanesque_noun	romana_sWApawya_SElI
Romani_adjective	romaNI
Romania_noun	romAniA
Romanist_adjective	romama_kEWolikavAxI
Romantic_adjective	svacCaMxawAvAxI
Romany_adjective	romaNI
Romany_noun	romaNI_BARA/romaNI/KAnAbaxoSa/jipsI
Rome_noun	roma
Rommany_noun	KAnAbaxoSa/jipsI
Rontgen_noun	raMtajena
Rottweiler_noun	ratavelara
Roundhead_noun	rAuMda-hEda
Rugby_noun	ragbI_PutabAla
Ruritania_noun	rUritAniyA
Ruritanian_adjective	rUritAniyAI/romAMcaka
Ruritanian_noun	rUritAniyA_nivAsI/rUritAniyAI
Russia_noun	rUsa
Russian_adjective	rUsI/rUsa_saMbaMXI
Russian_noun	rUsI/rUsa_vAsI/rUsavAsI
S-bend_noun	esa_AkAra_kA_modZa
SA_noun	xakRiNI_aPZrIkA/esa_e
SALT_noun	salta
SASE_noun	esa_e_esa_I
SDLP_noun	esa_dI_ela_pI
SE_adjective	xakRiNa-pUrvIya
SE_noun	xa.pU.
SEC_noun	seka
SI_noun	esa_AI
SNP_noun	esa_ena_pI
SOB_noun	kamInA
SOD_noun	esa_o_dI
SOS_noun	wawkAla_maxaxa_ke_lie_pukAra/saMkata_saMxeSa
SS_noun	esa_esa
STG_noun	esa_tI_gI
SW_noun	xa.pa./laGu_waraMga
Sabbatum_noun	SanivAra
Sagittarius_noun	Xanu_rASi/XanurAkAra_rASicakrIya_wArAmaNdala/Xanu
Salmon_noun	sEmana_naxI
Samaritan_noun	neka_AxamI
Saragossa_noun	sAragOjZA
Saraswati_noun	sarasvawI
Sat_noun	SanivAra
Satan_noun	SEwAna
Satanism_noun	SEwAnavAxa
Satanist_noun	SEwAnavAxI/SEwAnapUjaka
Saturday_noun	SanivAra
Saturn_noun	Sani_xeva/Sani_graha
Saudi_adjective	arabI
Saudi_noun	araba
Sauk_noun	sAka
Savannah_noun	savAnA
Savior_noun	uxXArakarwA/mukwixAwA
Saviour_noun	uxXArakarwA/mukwixAwA
Saxon_adjective	sEksana
Saxon_noun	sEksana
Scandinavia_noun	skEMdineviyA
Scholastic_noun	xArSanika
Schutzstaffe_noun	SutjZstAPZa
Scorpio_noun	vqScika_rASi_meM_uwpanna_vyakwi/vqScika_rASi/vqScikAkAra_rASicakrIya_wArAmaNdala
Scorpion_noun	vqScika_rASi_meM_uwpanna_vyakwi/vqScika_rASi
Scorpius_noun	vqScikAkAra_rASicakrIya_wArAmaNdala
Scot_noun	skatalENdavAsI
Scotch_adjective	skatalENda_kA
Scotch_noun	skaca_vhiskI
Scotchman_noun	skatalENdavAsI
Scotland_noun	skOtalEMda
Scots_adjective	skatalENda_kA/skatalEMda_saMbaMXI
Scots_noun	skatalEMda_vAsI/skatalEMda_kI_BARA/skatalEMda_kI_aMgrejEYI
Scotsman_noun	skatalENdavAsI
Scotswoman_noun	skatalENdI_mahilA
Scott_noun	skOta
Scottish_adjective	skOtalEMda_kA/skatalENda_kA/skatalEMda_kA
Scottish_noun	skOtalEMda_kI_aMgrejZI/skatalEMda_vAsI/skaca_BARA
Scouse_adjective	skAusa
Scouse_noun	skAusa
Scouser_noun	skAusara/livarapUla_vAsI
Scoutmaster_noun	bAlacara_newA
Scrabble_noun	skrEbala
Scripture_noun	bAibila
Sculptor_noun	skalptara_wArAmaNdala
Se_noun	esa_I
Secession_noun	pArWakya
Secretary-General_noun	mahAsaciva
Sectral_noun	sektrala
Seeland_noun	sIlEMda
Sellotape_noun	selotepa
Semitic_adjective	sAmI_saMbaMXI/sAmI
Semitic_noun	sAmI
Semtex_noun	semteksa
Sen_noun	sInetara
Sen._noun	sInetara
Sept._noun	siwaMbara
September_noun	siwambara
Shabuoth_noun	peMtikosta
Shah_noun	SAha
Shakespeare_noun	Seksapiyara
Shanghai_noun	SaMGAI
Shavous_noun	peMtikosta
Shavuot_noun	peMtikosta
Shavuoth_noun	peMtikosta
Shetland_noun	SetalENdI_kuwwA/SetalENda
Shinto_noun	Sinwo_Xarma
Shockley_noun	SOklI
Shyam_noun	SyAma
Shylock_noun	sUxaKora/SAilaka
Siamese_adjective	syAmI_logoM_kA/syAmI_BARA_k/syAmI
Siamese_noun	syAmI_billI/syAmI
Siddhartha_noun	sixXArWa
Sikh_adjective	sikKa
Sikh_noun	sikKa
Sikhism_noun	sikKa_Xarma
Sikkim_noun	sikkima
Sion_noun	sAyana/AxarSa_rAjya
Sjaelland_noun	SalAna
Slav_adjective	slAvaBARI
Slav_noun	slAva
Slavic_adjective	slAvI
Slavic_noun	slAva_BARA
Slavonic_adjective	slAvI
Slavonic_noun	slAva_BARA
Snake_noun	sneka
Solicitor-General_noun	mahAnyAyABikarwwA
Somalia_noun	somAliyA
Sombrero_noun	saMbrero
Southampton_noun	sAuWEmptana
Southeast_noun	xakRiNa-pUrva_amarIkA
Southerner_noun	xakRiNa_amarIkAvAsI
Southwest_noun	xakRiNa_paScima_amarIkA
Southwestern_noun	xakRiNa_paScimI_bolI
Soviet_adjective	soviyawa_saMGIya
Spain_noun	spena
Spam_noun	spEma
Spandex_noun	spEndeksa
Spanish_adjective	spenI/spena_saMbaMXI
Spanish_noun	spenI_BARA/spenI/spena_vAsI
Sparta_noun	spArwA
Spartan_adjective	spArwA_kA
Spartan_noun	spArwI
Sphinx_noun	sPZiMksa
St_noun	saMwa
Stalingrad_noun	swAlinagrAxa
Stalinism_noun	swAlinavAxa
Stateside_adjective	amerIkA_kI_waraPZa_kA
Stateside_adverb	amerIkA_kI_waraPZa
Stilton_noun	stiltana
Stoic_adjective	stoikavAxI
Stoic_noun	stoikavAxI
Stoker_noun	stokara
Stone-Age_noun	pARANa_kAla
Strand_noun	strEMda
Sturmarbeiteilung_noun	sturmArbAitAiluMg
Stygian_adjective	stiksa_jEsA/nArakIya
Styrofoam_noun	stAiroPZoma
Styron_noun	stAirana
Styx_noun	stiksa
Sukarno_noun	sukarno
Sun._noun	ravivAra
Sunday_noun	ravivArIya_aMka/ravivAra
Surrey_noun	sarI
Sussex_noun	saseksa
Suzhu_noun	sujZu
Swede_noun	svIdanavAsI
Sweden_noun	svIdana
Swedish_adjective	svIdana_saMbaMXI/svIdana_kA
Swedish_noun	svIdiSa_BARA/svIdiSa/svIdana_vAsI/svIdanavAs
Swiss_adjective	svitjZaralEMda_saMbaMXI/svitjZaralEMda_kA/svisa
Swiss_noun	svitjZaralEMda_vAsI/svisa_BARA
Switzerland_noun	svitjZaralEMda
Sydney_noun	sidanI
T-junction_noun	tI_jaMkSana
T-shirt_noun	tI_Sarta
T-square_noun	tI-skveyara
T.B._noun	tIbI
TA_noun	snAwaka_aXyApana-sahAyaka/prAxeSika_senA/aXyApana_sahAyaka
TAT_noun	kaWyaparaka_mUlyAMkana_parIkRA
TB_noun	tI_bI
TDS_noun	tI_dI_esa
TEFL_noun	tI_I_ePZa_ela
TELECOMS_noun	telIkamsa
TUC_noun	tI_yU_sI
TV_noun	xUraxarSana/tI_vI
Ta_noun	tI_e
Tabasco_noun	tabEsko
Tabernacle_noun	mOramana_maMxira/asWAyI_upAsanAgqha
Taft_noun	tEPZta
Tai_adjective	WAI_BARA_k/WAI
Tai_noun	WAI
Talwin_noun	tAlvina
Tanaka_noun	tanakA
Tang_noun	tEMga
Tannoy_noun	XvanikRepaka/lAudaspIkara
Tanzania_noun	waMjZAniyA
Tarmac_noun	wArakolI_rodZI
Tartar_noun	wAwAra
Tasman_noun	tEjZamana
Tatar_noun	wAwAra
Taurean_adjective	vqRa_rASi_kA
Taurean_noun	vqRa_rASi_meM_janmA_vyakwi
Taurus_noun	vqRa_rASi_meM_janmA_vyakwi/vqRa_rASi/vqRAkAra_rASicakrIya_wArAmaNdala
Taylor_noun	telara
Technicolor_noun	teknIkalara
Ted_noun	tEda
Teflon_noun	tePZlana
Telefonica_noun	telIPonikA
Tereshkova_noun	wereSkovA
Tertiary_noun	wqwIya_yuga
Terylene_noun	terIlIna
Testament_noun	testAmeMta
Teutonic_adjective	tyUtAnI/jarmana
Texan_adjective	teksasa_kA
Texan_noun	teksasavAsI
Texas_noun	teksasa
Thackeray_noun	WEkare
Thai_adjective	WAI_logoM_kA/WAI_BARA_k/WAI
Thai_noun	WAI
Thai-to-English_noun	Thai-to-English
Thames_noun	temsa
Thanksgiving_noun	WEMksagiviMga
The-Decencies_noun	sAmAjika_jIvana_kA_SiRtAcAra
The-Deity_noun	xevawA
The-Pink_noun	pUrNa_svasWa
The-Poor_noun	garIba
The-fallen_noun	SahIxa_hue_loga{sEnika_iwyAxi}
The-hard-right_noun	xakRiNa_paMWI_vyakwi
Thermos_noun	Warmasa
Thespian_noun	aBinewA
Thur._noun	guruvAra
Thurs._noun	guruvAra
Thursday_noun	guruvAra/bqhaspawivAra
Ti_noun	tI_AI
Tigers_noun	tAigarsa
Tindale_noun	tindela
Titan_noun	tAitana
Tokyo_noun	tokiyo
Tory_adjective	anuxAravAxI
Tory_noun	torI/anuxAravAxI
Toryism_noun	torIvAxa
Transfiguration_noun	xIpwisPuraNa/trAMsaPZigareSana
Transportation_noun	parivahana_viBAga
Triangle_noun	trAyeMgala
Triangulum_noun	trAyeMgala
Trojan_adjective	traya_kA
Trojan_noun	trayavAsI
Trot_noun	tratskIvAxI
Trotsky_noun	tratskI
Trotskyism_noun	tratskIvAxa
Trotskyist_noun	tratskIvAxI
Trotskyite_noun	tratskIvAxI
Tsaritsyn_noun	jZArIwsina
Tue._noun	maMgala
Tues._noun	maMgala
Tuesday_noun	maMgalavAra
Turkey_noun	wurkI/tarkI
Turkish_adjective	wurkI
Turkish_noun	wurkI_BARA/wurkI
Twin_noun	tvina
Tyndale_noun	tindela
U_adjective	uccavargIya
U_noun	yU
U-boat_noun	yU_bota/panadubbI
U-turn_noun	yU_tarna/yU_AkAra_kA_modZa/prawIpa_modZa/AmUla_parivarwana
U.K._noun	yU.ke.
U.N._noun	yU._ena.
U.S._noun	yU._esa.
U.S.A._noun	yU._esa._e.
U.S.S.R._noun	yU.esa.esa_Ara.
UAE_noun	saMyukwa_araba_amIrAwa
UCAS_noun	yUkEsa
UFO_noun	ajFAwa_udZana-vaswu
UHF_noun	awi_ucca_Avqwwi
UK_noun	yU_ke
UN_noun	yU_ena
UNCHS_noun	yU_ena_sI_eca_esa
UNCTAD_noun	aMkatAda
UNDP_noun	yU_ena_dI_pI
UNEP_noun	yU_ena_I_pI
UNESCO_noun	yUnesko
UNFIP_noun	anaPZipa
UNFPA_noun	yU_ena_ePZa_pI_e
UNHCR_noun	yU_ena_eca_sI_Ara
UNICC_noun	yU_ena_AI_sI_sI
UNICEF_noun	yUnisePZa
UNICRI_noun	yUnikrAi
UNIDIR_noun	yUnidira
UNIDO_noun	yUnido
UNIFEM_noun	yUniPZema
UNITAR_noun	yUnitAra
UNL_noun	yU_ena_ela
US_noun	yU_esa
USA_noun	yU_esa_e
USACIL_noun	yU_esa_e_sI_AI_ela
USAF_noun	yU_esa_e_ePZa
USDA_noun	yU.esa.dI.e.a
USN_noun	yU_esa_ena
USS_noun	yU_esa_esa
USSR_noun	yU_esa_esa_Ara
UV_noun	parA-bEMganI_vikiraNaa
Ulster_noun	alstara
Unesco_noun	yUnesko
Union_noun	saMGa/aMwarrARtrIya_xUrasaMcAra_saMGa
Unionist_noun	saMGavAxI
